derived_word,origin_w,chapter,deck,meaning,example,viewed,status
doubtful,Doubtful,11,2,Feeling uncertain about something.,His tone was doubtful and he let the subject drop.,0,0
dubious,Doubtful,11,2,Hesitating or doubting.,"Steve tells Catherine he wants to plead manslaughter on grounds of temporary insanity, but she looks dubious about the idea.",0,0
equivocal,Doubtful,11,2,Open to more than one interpretation; ambiguous.,The politician gave an equivocal answer.,0,0
indeterminate,Doubtful,11,2,"Not exactly known, established, or defined.",There is no recognition whatever of the principle of the indeterminate sentence.,0,0
nebulous,Doubtful,11,2,In the form of a cloud or haze; hazy.,Music is such a nebulous thing.,0,0
vague,Doubtful,11,2,"Of uncertain, indefinite, or unclear character or meaning.",He was vague to say the least.,0,0
exactitude,Accurate,11,2,The quality of being precise or accurate.,The exactitude of this association gave the outpost a familiarity and calmed her even more.,0,0
fidelity,Accurate,11,2,"Faithfulness to a person, cause, or belief, demonstrated by continuing loyalty and support.","It hurt to think he questioned her fidelity, but at least he was willing to listen to reason.",0,0
veracity,Accurate,11,2,Conformity to facts; accuracy.,The veracity of his claim was in question because every other witness told a different version of the events.,0,0
apprehension,Fear/caution,11,3,Anxiety or fear that something bad or unpleasant will happen.,Her apprehension was assuming a reduced priority.,0,0
chary,Fear/caution,11,3,Cautiously or suspiciously reluctant to do something.,I am rather chary of making too many idiotic mistakes.,0,0
craven,Fear/caution,11,3,Contemptibly lacking in courage; cowardly.,Panic slowly crossed his craven countenance.,0,0
pusillanimous,Fear/caution,11,3,Showing a lack of courage or determination; timid.,The authorities have been too pusillanimous in merely condemning the violence.,0,0
trepidation,Fear/caution,11,3,A feeling of fear or anxiety about something that may happen.,"Yet even back then, behind the smiles, was great trepidation.",0,0
abut,Togetherness,11,3,(of a building or an area of land) be next to or have a common boundary with.,This piece of land abuts on a street.,0,0
aggregation,Togetherness,11,3,The formation of a number of things into a cluster.,The aggregation can not be used sensibly as a predictor.,0,0
cabal,Togetherness,11,3,A secret political clique or faction.,In 1671 the Cabal was in power.,0,0
collate,Togetherness,11,3,"Collect and combine (texts, information, or data)","No petition is necessary in this case, and the bishop is said to collate to the benefice.",0,0
colloquy,Togetherness,11,3,A conversation.,They entered into eager colloquy with each other.,0,0
collusion,Togetherness,11,3,Secret or illegal cooperation or conspiracy in order to deceive others.,The two smugglers acted in collusion to transport the illegal goods over the border.,0,0
concatenate,Togetherness,11,3,Link (things) together in a chain or series.,"However, in certain organizations, the practice is to concatenate part type with part name.",0,0
concomitant,Togetherness,11,3,Naturally accompanying or associated.,The fast was a suitable concomitant of that contrition which befitted the occasion.,0,0
confluence,Togetherness,11,3,"The junction of two rivers, especially rivers of approximately equal width.",The confluence of the two companies allowed for both of them to be more successful.,0,0
conjoin,Togetherness,11,3,Join; combine.,Two processes conjoin to initiate the assimilatory phase.,0,0
consensus,Togetherness,11,3,A general agreement.,"In general, the learned consensus dubbed the whole business with indifference.",0,0
coterie,Togetherness,11,3,"A small group of people with shared interests or tastes, especially one that is exclusive of other people.",The coterie of ice climbers was beginning to gather on the front porch.,0,0
synchronous,Togetherness,11,3,Existing or occurring at the same time.,The population of India is the largest aggregate yet brought within the scope of a synchronous and uniform enumeration.,0,0
synthesis,Togetherness,11,3,The combination of components or elements to form a connected whole.,"Inevitably the question forces itself upon the mind, is not some fuller synthesis possible?",0,0
tandem,Togetherness,11,3,"A bicycle with seats and pedals for two riders, one behind the other.",The heart and lungs will be transplanted in tandem.,0,0
analogous,Similar kind,11,3,"Comparable in certain respects, typically in a way which makes clearer the nature of the things compared.",Its constitutional origin was analogous to that of the star chamber and the court of requests.,0,0
consistent,Similar kind,11,3,"Acting or done in the same way over time, especially so as to be fair or accurate.","Her speed was consistent, her destination clear.",0,0
corresponding,Similar kind,11,3,"Analogous or equivalent in character, form, or function; comparable.","The war, and the corresponding fall in trade, have had a devastating effect on the country.",0,0
homogeneous,Similar kind,11,3,Of the same kind; alike.,The unemployed are not a homogeneous group.,0,0
creed,Firm belief,11,3,A system of religious belief; a faith.,"I live by a certain creed, one that runs in our family.",0,0
doctrine,Firm belief,11,3,"A belief or set of beliefs held and taught by a Church, political party, or other group.",They were all committed to the doctrine of social equality.,0,0
dogma,Firm belief,11,3,A principle or set of principles laid down by an authority as incontrovertibly true.,The newspaper seeks to be independent of political dogma.,0,0
tenet,Firm belief,11,3,"A principle or belief, especially one of the main principles of a religion or philosophy.",This is a basic tenet of capitalism.,0,0
arcane,Obscure,12,1,Understood by few; mysterious or secret.,This argument may seem arcane to those not closely involved in the world of finance.,0,0
cryptic,Obscure,12,1,Having a meaning that is mysterious or obscure.,The cryptic response made her hesitate.,0,0
Delphic,Obscure,12,1," unknown, or are known by only a few people.","Finally, a wry smile formed and the Delphic oracle spoke: I do not answer God questions.",0,0
double-edged,Obscure,12,1,(of a knife or sword) having two cutting edges.,The rising popularity of the mobile phone has really presented a double-edged sword.,0,0
elliptical,Obscure,12,1,"(of speech or writing) using or involving ellipsis, especially so as to be difficult to understand.",A ring tube of elliptical section is thus formed.,0,0
enigmatic,Obscure,12,1,Difficult to interpret or understand; mysterious.,"She was pale but breathing steadily, her enigmatic eyes closed.",0,0
fuliginous,Obscure,12,1,Sooty; dusky.,"Fortunately, according to the characteristic of fuliginous type of air pollution in our country our government has taken corresponding measures, one of which is to advocate gas boilers.",0,0
inscrutable,Obscure,12,1,Impossible to understand or interpret.,It is of the essence of a sacrament to be an inscrutable process.,0,0
murky,Obscure,12,1,"Dark and gloomy, especially due to thick mist.","It was impeccable musicianship beneath the vocals, yet the musicianship was buried by a thin, murky sound.",0,0
mysterious,Obscure,12,1,"Difficult or impossible to understand, explain, or identify.","Stepping around the horse, he disappeared down that mysterious pathway.",0,0
mystic,Obscure,12,1,"A person who seeks by contemplation and self-surrender to obtain unity with or absorption into the Deity or the absolute, or who believes in the spiritual apprehension of truths that are beyond the intellect.",No mystic ever worked with warmer zeal than Mill.,0,0
occult,Obscure,12,1,"Mystical, supernatural, or magical powers, practices, or phenomena.",Certain occult powers were also attributed to the stone.,0,0
opaque,Obscure,12,1,Not able to be seen through; not transparent.,Windows that can't be broken and can switch from opaque to clear.,0,0
ambiguity,Contradiction,12,1,The quality of being open to more than one interpretation; inexactness.,Their actions showed moral ambiguity.,0,0
incongruity,Contradiction,12,1,The state of being incongruous; incompatibility.,She smiled at the incongruity of the question.,0,0
paradox,Contradiction,12,1,A seemingly absurd or contradictory statement or proposition which when investigated may prove to be well founded or true.,To abandon this certainty can leave us with a skeptical paradox that is genuinely depressing.,0,0
conundrum,Puzzle,12,1,A confusing and difficult problem or question.,The administration is facing a familiar conundrum.,0,0
enigma,Puzzle,12,1,A person or thing that is mysterious or difficult to understand.,My past is such an enigma ; I don't know any of the details.,0,0
perplexity,Puzzle,12,1,Inability to deal with or understand something.,In my perplexity I did not know whose aid and advice to seek.,0,0
coherent,Easily understand,12,1,"(of an argument, theory, or policy) logical and consistent.",It was not a coherent narrative.,0,0
explicit,Easily understand,12,1,"Stated clearly and in detail, leaving no room for confusion or doubt.",I can see right now that I'm going to have to be more explicit when I talk to you.,0,0
intelligible,Easily understand,12,1,Able to be understood; comprehensible.,Their action is intelligible enough.,0,0
limpid,Easily understand,12,1,(of a liquid) completely clear and transparent.,"Obesity, diabetes, abnormal limpid levels and high blood pressure all make up Syndrome X.",0,0
arrant,Obvious,12,1,"Complete, utter.",He was only saved by his intellect and his fine nature from turning out an arrant prig.,0,0
blatant,Obvious,12,1,(of bad behaviour) done openly and unashamedly.,He lifted his head in blatant rejection.,0,0
egregious,Obvious,12,1,Outstandingly bad; shocking.,Egregious errors were caused by the tablet's failure to check spelling.,0,0
flagrant,Obvious,12,1,(of an action considered wrong or immoral) conspicuously or obviously offensive.,A succession of worldly pontiffs brought the church into flagrant discord with the principles of Christianity.,0,0
manifest,Obvious,12,1,Clear or obvious to the eye or mind.,My little pupil continues to manifest the same eagerness to learn as at first.,0,0
overt,Obvious,12,1,Done or shown openly; plainly apparent.,The new guest smiled in return but gave no overt sign of knowing the woman.,0,0
beguile,To deceive,12,1,"Charm or enchant (someone), often in a deceptive way.",They frequently beguile their toil with carols.,0,0
cozen,To deceive,12,1,Trick or deceive.,Her uncle cozened her out of her inheritance.,0,0
delude,To deceive,12,1,Make (someone) believe something that is not true.,They delude themselves that they are going to influence and/or modify the priorities of the company.,0,0
dupe,To deceive,12,1,Deceive; trick.,"Pamela Anderson shoes have a one of a kind feel, but if you can't find any, it's easy to dupe the look.",0,0
hoodwink,To deceive,12,1,Deceive or trick.,"Most places that proclaim ""We speak English"" will likely hoodwink you for your cash and give you sub-standard food.",0,0
humbug,To deceive,12,1,Deceptive or false talk or behaviour.,"If you are a bit of a humbug during the holiday season, then dressing up in a Grinch costume should be like easing into your own skin.",0,0
adjudge,Judge a dispute,12,2,Consider or declare to be true or the case.,The boy's case was adjudged in the juvenile court.,0,0
adjudicate,Judge a dispute,12,2,Make a formal judgement on a disputed matter.,It will be observed that the king does not hear the cause or adjudicate upon it.,0,0
arbitrate,Judge a dispute,12,2,(of an independent person or body) reach an authoritative judgement or settlement.,A committee will arbitrate between management and unions.,0,0
referee,Judge a dispute,12,2,An official who watches a game or match closely to ensure that the rules are adhered to and (in some sports) to arbitrate on matters arising from the play.,He was appointed as the referee in all disputes.,0,0
accord,Agreement,12,2,"Give or grant someone (power, status, or recognition)",Hurmuzescu shows that these results are in accord with theory.,0,0
assent,Agreement,12,2,The expression of approval or agreement.,She murmured her assent and that ended the conversation.,0,0
concord,Agreement,12,2,Agreement or harmony between people or groups.,His speech did nothing for racial concord.,0,0
concur,Agreement,12,2,Be of the same opinion; agree.,"""Do you concur with my three conditions?"" the warrior asked in a husky voice.",0,0
harmony,Agreement,12,2,The combination of simultaneously sounded musical notes to produce a pleasing effect.,I try to live in harmony with nature.,0,0
rapport,Agreement,12,2,A close and harmonious relationship in which the people or groups concerned understand each other's feelings or ideas and communicate well.,She can quickly establish a good rapport with the children she works with.,0,0
unanimity,Agreement,12,2,Agreement by all people involved; consensus.,These discussions have led to a remarkable unanimity.,0,0
accede,Agreeable,12,2,"Agree to a demand, request, or treaty.",These discussions have led to a remarkable unanimity.,0,0
accommodating,Agreeable,12,2,Fitting in with someone's wishes or demands in a helpful way.,They are very accommodating to foreign visitors.,0,0
acquiesce,Agreeable,12,2,Accept something reluctantly but without protest.,He will acquiesce simply because he is a sick man.,0,0
capitulate,Agreeable,12,2,Cease to resist an opponent or an unwelcome demand; yield.,"29), though the last Polish army corps did not capitulate till the 18th of November.",0,0
comply,Agreeable,12,2,Act in accordance with a wish or command.,His refusal to comply with the pope's injunctions led to a renewal of the war.,0,0
concede,Agreeable,12,2,Admit or agree that something is true after first denying or resisting it.,This team conceded more goals than any other team.,0,0
altercate,Disagreement,12,2,Dispute or argue noisily and publicly.,You can't altercate adjoin that. How could we live with ourselves if we let that appear?,0,0
altercation,Disagreement,12,2,"A noisy argument or disagreement, especially in public.",An altercation ensued.,0,0
antithetic,Disagreement,12,2,directly opposite or opposed,These two views are antithetic and no solution has been discovered.,0,0
averse,Disagreement,12,2,Having a strong dislike of or opposition to something.,"But constituents were averse to paying their members, no Speaker was elected, the reform never came into being.",0,0
bicker,Disagreement,12,2,Argue about petty and trivial matters.,"The parents bicker, but love each other (and it shows).",0,0
cavil,Disagreement,12,2,Make petty or unnecessary objections.,Let us not cavil too much.,0,0
detractor,Disagreement,12,2,A person who disparages someone or something.,The biggest detractor is not having something to will to your heirs.,0,0
disparage,Disagreement,12,2,Regard or represent as being of little worth.,He made some remarks to disparage the women's game in the past.,0,0
dispute,Disagreement,12,2,A disagreement or argument.,"I hate to dispute you, but I'm not miserable.",0,0
excoriate,Disagreement,12,2," to criticize severely, usually in public.",His palms were excoriated by the hard labor of shoveling.,0,0
feud,Disagreement,12,2,A prolonged and bitter quarrel or dispute.,And yet he knew war was not so simple between two clans with a history of blood feud as theirs had.,0,0
squabble,Disagreement,12,2,A noisy quarrel about something trivial.,Mother is devoted to Dad although they squabble all the time.,0,0
wrangle,Disagreement,12,2,"A dispute or argument, typically one that is long and complicated.","If you have to order uniforms for multiple youth teams, you might have the opportunity to wrangle an even better deal.",0,0
disavow,Deny,12,3,Deny any responsibility or support for.,They were quick to disavow the rumour.,0,0
disclaim,Deny,12,3,Refuse to acknowledge; deny.,The manufacturers disclaim all responsibility for damage caused by misuse.,0,0
renounce,Deny,12,3,"Formally declare one's abandonment of (a claim, right, or possession)",But he was soon forced to renounce this hope.,0,0
repudiate,Deny,12,3,Refuse to accept; reject.,He would repudiate all debts incurred by his son.,0,0
condone,Excuse,12,3,Accept (behaviour that is considered morally wrong or offensive),The company does not condone using illegal software.,0,0
remit,Excuse,12,3,Cancel or refrain from exacting or inflicting (a debt or punishment),"While mainly occupied in those years with philosophical studies, Mill did not remit his interest in current politics.",0,0
affinity,Attraction,12,3,A natural liking for and understanding of someone or something.,Some people have a natural affinity with children.,0,0
allure,Attraction,12,3,The quality of being powerfully and mysteriously attractive or fascinating.,Already the allure of meals in restaurants had begun to pall.,0,0
beguile,Attraction,12,3,"Charm or enchant (someone), often in a deceptive way.",The teacher used to beguile her pupils with fairy tales.,0,0
charm,Attraction,12,3,"The power or quality of delighting, attracting, or fascinating others.",Her father's wealth had come from his whore-daughter's ability to charm any man she chose.,0,0
draw,Attraction,12,3,"Produce (a picture or diagram) by making lines and marks on paper with a pencil, pen, etc.",Isn't it strange how babies can draw people together?,0,0
enchant,Attraction,12,3,Fill (someone) with great delight; charm.,Brown eyes can enchant while evoking mystery.,0,0
entice,Attraction,12,3,Attract or tempt by offering pleasure or advantage.,The adverts entice the customer into buying things they don't really want.,0,0
inveigle,Attraction,12,3,Persuade (someone) to do something by means of deception or flattery.,Her son tried to inveigle her into giving him the money for a car.,0,0
penchant,Attraction,12,3,A strong or habitual liking for something or tendency to do something.,He has a penchant for the game.,0,0
predilection,Attraction,12,3,A preference or special liking for something; a bias in favour of something.,He showed a predilection for poetry.,0,0
proclivity,Attraction,12,3,A tendency to choose or do something regularly; an inclination or predisposition towards a particular thing.,The book concludes in a way that hardly matches my own political proclivity.,0,0
propensity,Attraction,12,3,An inclination or natural tendency to behave in a particular way.,During hot days he had a propensity for walking around in just his boxers.,0,0
abhor,Dislike,12,3,Regard with disgust and hatred.,I abhor this type of insulting behavior.,0,0
abominate,Dislike,12,3,Detest; loathe.,All the teachers abominate cheating in examinations.,0,0
anathema,Dislike,12,3,Something or someone that one vehemently dislikes.,They launched a fresh anathema against him.,0,0
bane,Dislike,12,3,A cause of great distress or annoyance.,"The ocean bane sank their ship, drowning everyone on board.",0,0
dissuade,Dislike,12,3,Persuade (someone) not to take a particular course of action.,She said nothing to dissuade him.,0,0
eschew,Dislike,12,3,Deliberately avoid using; abstain from.,A civilized leader must eschew violence.,0,0
loathe,Dislike,12,3,Feel intense dislike or disgust for.,The two men loathe each other.,0,0
parry,Dislike,12,3,Ward off (a weapon or attack) with a countermove.,Her voice was sharp enough to parry his verbal onslaught.,0,0
rancor,Dislike,12,3,"Bitterness or resentfulness, especially when long standing.","Over the course of the series, whatever rancor they may have felt slowly gives way to respect and new-found admiration and the pair eventually married.",0,0
revile,Dislike,12,3,Criticize in an abusive or angrily insulting manner.,"But his dilemma on this point led him into further doubts, and he was eventually induced to revile his whole career and the Reformation.",0,0
spurn,Dislike,12,3,Reject with disdain or contempt.,She spurned my offers of help.,0,0
enmity,Dislike,12,3,A state or feeling of active opposition or hostility.,Great popularity necessarily brings with it bitter enmity and genuine criticism.,0,0
hostility,Dislike,12,3,Hostile behaviour; unfriendliness or opposition.,The hostility in his voice and expression was unnerving.,0,0
