word,similar
 enchant, while evoking mystery.
 entice,Wine sellers then use the score to 
 entice,entice
 entice," customers to purchase wines with a ""verified"" quality, and wine buyers seek out wines granted a high score when they are looking for a bottle that is guaranteed to be good."
 inveigle,"""ARTHUR ZIMMERMANN (1859-), the German Foreign Secretary who, during the World War, conceived the idea of trying to "
 inveigle,inveigle
 inveigle," Mexico into an alliance against the United States, was born May 8 1859 at Frankenstein."
 penchant,He has a 
 penchant,penchant
 penchant, for the game.
 predilection,He showed a 
 predilection,predilection
 predilection, for poetry.
 proclivity,The book concludes in a way that hardly matches my own political 
 proclivity,proclivity
 proclivity,.
 propensity,During hot days he had a 
 propensity,propensity
 propensity, for walking around in just his boxers.
abhor,I 
abhor,abhor
abhor, this type of insulting behavior. 
 abominate,ABSENT
 anathema,"Secular state education and the ""conscience clause"" were "
 anathema,anathema
 anathema, to him.
 bane,(archaic) The ocean 
 bane,bane
 bane," sank their ship, drowning everyone on board."
 dissuade,She said nothing to 
 dissuade,dissuade
 dissuade, him.
 eschew,"Dairy, grains and processed condiments such as vinegar are not considered part of the Paleolithic diet, and a number of true Paleolithic dieters also "
 eschew,eschew
 eschew, cooking their food.
 loathe,"Provides generous coverage: For those who prefer to dress a bit more modestly, but "
 loathe,loathe
 loathe," looking out of place at the beach, a tank top can be a good fit as this style helps on both fronts."
 parry,Her voice was sharp enough to 
 parry,parry
 parry, his verbal onslaught.
 rancor,"Over the course of the series, whatever "
 rancor,rancor
 rancor, they may have felt slowly gives way to respect and new-found admiration and the pair eventually married.
 revile,"But his dilemma on this point led him into further doubts, and he was eventually induced to "
 revile,revile
 revile, his whole career and the Reformation.
 spurn,"The seaward horn of this bay, however, is formed by a narrow protruding bank of sand and stones, thrown up by a southward current along the Yorkshire coast, and known as "
 spurn,Spurn
 spurn, Head.
 enmity,Great popularity necessarily brings with it bitter 
 enmity,enmity
 enmity, and genuine criticism.
 hostility,The 
 hostility,hostility
 hostility, in his voice and expression was unnerving.
